Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
450.,CV Elmatera Publishing,"Sambilegi Baru 01/53 Maguwoharjo Depok Sleman, Maguwoharjo, depok, Kabupaten Sleman, DI Yogyakarta",Telp. 02744332287,,18111
451.,PR Elmiana Cresida,"Bintaran	Kulon, Srimulyo, Piyungan, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10710
452.,PR Elvina Snack Dan Cookies,"Wetan Pasar, Wates, Wates, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 088********,,10710
453.,PT ELYASHA FARMA UTAMA,"Wonosalam, RT.05/RW.09, Kel. Sukoharjo, Kec. Ngaglik,, Kab. Sleman, Prov. Daerah Istimewa Yogyakarta, Sukoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,11090
454.,PR Elyasita Hani Noor Alifah,"NGUNUT LOR, Ngunut, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 088***********,,17099
455.,PR Ema Fitry Fajar Yuningsih,"Dongkelan Kauman Rt 05, No.136,Tirtonirmolo,Kasihan,Bantul, Tirtonirmolo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,10794
456.,PR Emelia Kusuma Wanti,"Turus Rt.13 Rw.05, Tanjungharjo, Nanggulan, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,10710
457.,PR Emil Butik Batik,"Celeban UH 3/249 Kel. Tahunan Kec. Umbulharjo Kota Yogyakarta, Tahunan, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. 087*********,,13134
458.,PR EMILIANA BINTARI ISNI MARTANTI,"Dagen RT 03, Pendowoharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10710
459.,PT Enam Kubuku Indonesia,"MUDAL, Sariharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 081********,,26490
460.,PR Endang Wilujeng,"Gatak Klegung rt 03 rw 25, Donokerto, Turi, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,13134
461.,PR Endri Purwaningsih,"GENTINGAN III, Sidoagung, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 081********,,13134
462.,PR Endri Setiawan,"BLIMBING, Planjan, Saptosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 082*********,,32120
463.,PR Endro Dwirahmanto,"GRINDANG RT. 24 RW. 06, Hargomulyo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 087*********,,31004
464.,PR Endro Suseno,"BLEKONANG II, Tepus, Tepus, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,32112
465.,PR Eni Lestari,"BULU, Bejiharjo, Karangmojo, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 083*********,,10794
466.,PR Eni Sulastri,"Dalen Pedukuhan XIII, Karangsewu, Galur, Kabupaten Kulon Progo, DI Yogyakarta",Telp. +62085226126326,,10750
467.,PR ENIEL LARASWATI,"PLOi BATIEQU XT Square Blok C1 No.68 Jl.Veteran No.150-151, Pandeyan, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,14111
468.,PR Eniyati,"BALONG RT 004/007, Hargomulyo, Gedangsari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081********,,10799
469.,PR Enny,"KUTU DUKUH, Kel. Sinduadi, Kec. Mlati, Kab. Sleman, Prov. Daerah Istimewa Yogyakarta, Sinduadi, Mlati, Kabupaten Sleman, DI Yogyakarta",Telp. 0274586118,,10710
470.,PR Eny Sudaryanti,"Krandon	Kemasan 004/019, Sendangtirto, Berbah, Kabupaten Sleman, DI Yogyakarta",Telp. 081**********,,14120
471.,PR Eny Sulistyowati,"Karang RT 05/ RW 06, Jetis Saptosari, Gunungkidul, Jetis, Saptosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,
472.,PR Erisca Collection,"Suryowijayan MJ I/242 RT.13 RW.02, Gedongkiwo, Mantrijeron, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,13924
473.,PR Erlina,"KEPIL, Putat, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 088*********,,10710
474.,"PR Erna Herawati, Sh","Jl Adisucipto 24 Bantul Timur, Trirenggo, Bantul, Kabupaten Bantul, DI Yogyakarta",Telp. 081*******,,13132
475.,PR Erna Lestari,"Menciran Rt 02, Kebonagung, Imogiri, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,10710
476.,PR Ernawati,"NGABEAN LOR 003/006, Karangasem, Ponjong, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,10710
477.,PR Ernawati Suseno,"Jalan Depokan 2 RT 49 RW 10 Desa Rejowinangun Kec Kotagede Kota Yogyakarta DIY, Rejowinangun, Kotagede, Kota Yogyakarta, DI Yogyakarta",Telp. 081*******,,13134
478.,PR Erni Ermawati,"Krapyak Wetan Rt.09 Panggungharjo, Panggungharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,
479.,PR Erny Widayati,"PULO RT 052 RW 023, Gulurejo, Lendah, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 083*********,,13134
480.,PR Erwin,"Jl. Imogiri Timur Km 9, Jati Rt 06, No, 669, Wonokromo, Pleret, Bantul, Wonokromo, Pleret, Kabupaten Bantul, DI Yogyakarta",Telp. 02472810892,,16291
481.,PT Esa Harfeey Mediantara,"Jl. Perjuangan No.41A RT.01 Rw.011, Sanggrahan, Maguwoharjo, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. (0274) 2801021,,
482.,PT Esri Home Deco,"Jln. Raya Bibis, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,31001
483.,CV Estetika Indonesia,"Jalan Parangtritis Km 9 no. 05, Timbulharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 0274-6463250,,16291
484.,PR Esti Nurwahyuningsih,"Trayu RT 33 RW 13, Ngargosari, Samigaluh, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,31001
485.,PR Esti Pangastuti,"Dusun Mudal Rt. 03 Rw. 20 Karangmloko, Sariharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10710
486.,PR Estri Melinda,"Candran Rt.012 Rw.005, Sidoarum, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,13921
487.,PR Esty Setyaningrum,"Jl. Temugiring No 3 RT 12 Sorowajan Glugo Panggungharjo Sewon Bantul, Panggungharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,32120
488.,PT Esye Naturel Kosmetindo,"Wonotawang DK II RT 08, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 02742814276,,20232
489.,CV Etenal Home Deco,"JL. SITIMULYO NO 12 DEMANGAN RT 09 JAMBIDAN BANGUNTAPAN BAANTUL YOGYAKARTA INDONESIA, Jambidan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 0274 4435654,,31001
490.,PR Etik,"Klepu, Karangasem, Ponjong, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10792
491.,PR ETIK WIDAYANTI.S.I.P,"Pringsurat, Ngloro, Saptosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,10799
492.,PT Etsa Bregas Makmur,"Druju RT 04 RW 24, Margodadi, Seyegan, Kabupaten Sleman, DI Yogyakarta",Telp. 081********,,10520
493.,CV Etsa Kemilau,"Karang Dukuh Kaliputih RT 043, Pendowoharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,20232
494.,PR Euis Trisnawati Yopie,"Perumahan Griya Taman Asri Blok A NO 407, Donoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 081********,,10710
495.,PR Eva Diana Novitasari,"Kasihan RT 06 No 4B Tamantirto Kasihan Bantul Yogyakarta 55183, Tamantirto, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 088*********,,32903
496.,PR Eva Nurristiana,"Plumbungan RT 016 RW 004, Putat, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,10792
497.,PR Eva Rielina,"SAMIRONO CT 6 NO 232 RT 11 RW 04 CATURTUNGGAL, DEPOK, SLEMAN 55281, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10710
498.,CV Evergreen Buana Prima Sandang,"jl. melati Rt. 07 Rw. 02 Kadirojo II, Purwomartani, Kalasan, Kabupaten Sleman, DI Yogyakarta",Telp. 0274-4541848,,14111
499.,PR EVI MEIYANTI,"KLURAK BARU, Bokoharjo, Prambanan, Kabupaten Sleman, DI Yogyakarta",Telp. 081********,,10130
500.,PR EVI NURYANTI,"Sawahan I, Bleberan, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10794
501.,PR EVI RAHAYU,"Beji, Beji, Ngawen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,10750
502.,PR Evi Rosalina Widyayanti,"Jalan Sadewo No 12, Wirobrajan, Wirobrajan, Kota Yogyakarta, DI Yogyakarta",Telp. 085*********,,13134
503.,PR F.heru Tri Cahyono,"Dipoyudan NG I/554, Ngampilan, Ngampilan, Kota Yogyakarta, DI Yogyakarta",Telp. 085*********,,14120
504.,CV Fahrenheit,"Temuwuh, Temuwuh, Dlingo, Kabupaten Bantul, DI Yogyakarta",Telp. +62 823-2652-0538,,31001
505.,PR Faizzal Ammar Dzakiy,"Kedung II, Karangtengah, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 089********,,25931
506.,PR Falentina Destawati,"Jati Sinar Gemilang. Jalan Ki Ageng Giring no. 54, Kepek, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,31001
507.,CV Family Sporting,"BANARAN 8 RT.037 RW.008, Banaran, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 02742901406,,14120
508.,PR Famoz Bag,"Perumahan Griya Pengasih, Kepek, Pengasih, Pengasih, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,14111
509.,PR Fani Noviana,"Siliran 6 Rt. 23 Rw. 11, Karangsewu, Galur, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,10710
510.,PR Fani Ristiasari,"DK VIII PURON TRIMURTI SRANDAKAN BANTUL, Trimurti, Srandakan, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,25992
511.,PR Fani Suhartati,"Perum GCA C 20 jalan Citra 3 Lemahdadi Bangunjiwo kasihan Bantul, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. +62 813-4332-7446,,10710
512.,CV Fania Food,"Jl. Semangu KG I no.16, RT.03/RW.01, Rejowinangun, Kotagede, Yogyakarta, Rejowinangun, Kotagede, Kota Yogyakarta, DI Yogyakarta",Telp. 081*******,,10219
513.,PR Farida Rianti Zainal,"Ketozen makanan sehat jalan wonosari km 14 srimartani piyungan bantul DiY, Srimartani, Piyungan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,10750
514.,PT Farmasindo Dananjaya Persada,"Jalan Godean KM 9.5, Sidoagung, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 0,,11040
515.,PT Farmasindo Daniswara Medika,"JL. GODEAN KM 9,5, Sidoagung, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,21022
516.,PR Fatmiyati,": PANGGUNG, Desa/Kelurahan Lumbungrejo, Kec. Tempel, Kab. Sleman, Provinsi Daerah Istimewa Yogyakarta, Lumbungrejo, Tempel, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,10794
517.,PR Fatmiyatun Zuliyani,"Kanggotan rt 05 pleret bantul yogyakarta 55791, Pleret, Pleret, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,11090
518.,PR Febriyanti,"Kroco Rt 021 Rw 012, Sendangsari, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 087*********,,10794
519.,PR Fendy Ahmad Rusdiyanto,"Wonosalam 006/009, Desa/Kelurahan Sukoharjo, Kec. Ngaglik, Kab. Sleman, Provinsi Daerah Istimewa Yogyakarta, Sukoharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,10772
520.,PR Ferdi Setiawan,"Banyumeneng III, Giriharjo, Panggang, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,12019
521.,PR Fifi Fitria Sediati,"PATUKAN, Ambarketawang, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10750
522.,PR Filipus Cahyo Kristianto,"TEGALWERU, Margodadi, Seyegan, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,11052
523.,PR Fironika Susilowati,"GROGOL 5, Bejiharjo, Karangmojo, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081********,,10794
524.,PT First Lime Indonesia,"Pakwungu,Sumberwungu, Tepus, Sumberwungu, Tepus, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081********,,23942
525.,PT Fisio Medika,"Srimulyo, RT 004, RW 002, Triharjo, Triharjo, Sleman, Kabupaten Sleman, DI Yogyakarta",Telp. (0274)867793,,26602
526.,PR Fitri Ariyani,"Danukusuman GK 4/1166, Baciro, Gondokusuman, Kota Yogyakarta, DI Yogyakarta",Telp. 089********,,15201
527.,PR Fitriya Azizah,"Balak, Pendoworejo, Girimulyo, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,16293
528.,PT Food Korea Indonesia,"Jl. Lempongsari Raya No. 117A, Sariharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 0274 4361301,,10750
529.,PR Frimanto Asmono,"Melikan Kidul RT 05 Bantul warung, Bantul, Bantul, Kabupaten Bantul, DI Yogyakarta",Telp. 09652375999,,10799
530.,PT Furnindo Inovasi Teknologi,"jalan laksda adisucipto no.199, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,31001
531.,PR Fx Subeno Prayoga Kastu,"Gunturgeni RT 01, Poncosari, Srandakan, Bantul, Yogyakarta, Poncosari, Srandakan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,10740
532.,KO Gabungan Koperasi Batik Indonesia,"Jl. Magelang KM 14 Medari Sleman Yogyakarta 55514, Triharjo, Sleman, Kabupaten Sleman, DI Yogyakarta",Telp. 0274868513,,13121
533.,PR Galih Laras,"sindon RT 106 RW 030, Hargorejo, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,32201
534.,PR Galuh Retno Putri,"Jalan KH. Agus Salim No.6, Kepek, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,10799
535.,PT Gama Inatek Grafika,"Jl Mijil No 5 & 7, Perum Griya Citra, Ngabean Wetan, Sinduharjo, Ngaglik, Kabupaten Sleman, DI Yogyakarta",Telp. 089*********,,71209
536.,PT Gameloft Indonesia,"PACIFIC BUILDING, JL LAKSDA ADISUCIPTO NO 157, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 0274-587596,,58200
537.,PR Gampang Budi,"Soka, Wunung, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,25999
538.,PR Gandok Craft,"Gersik RT 003, Sumbermulyo, Bambanglipuro, Kabupaten Bantul, DI Yogyakarta",Telp. 081********,,31001
539.,PR Ganesha Snack,"MENGGUNGAN, Tawangsari, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,10794
540.,PT Garam Media Edukasi,"Jl. Beo No.39, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Caturtunggal, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,
541.,PR Garnis Catering,"Serut RT.002/RW.021, Madurejo, Prambanan, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,10710
542.,PR Gatot Triharyanto,"Putat 2 Rt 039 Rw 009, Putat, Patuk, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 087*********,,16294
543.,CV Gayatri Mega Chemica,"Jati, Randugunting RT 006 RW 003, Tamanmartani, Kalasan, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,20232
544.,PR Gemirochani,"Sapen GK I/530, Demangan, Gondokusuman, Kota Yogyakarta, DI Yogyakarta",Telp. 089**********,,13132
545.,PR Gendis Craft,"PENJALIN RT 009 RW 003, Donomulyo, Nanggulan, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,16292
546.,PT Geo Survey Persada Indonesia,"Jalan Mawar Nomor 101, Desa/Kelurahan Sendangadi, Kec. Mlati, Kab.  Sleman, Provinsi Daerah Istimewa Yogyakarta,, Sendangadi, Mlati, Kabupaten Sleman, DI Yogyakarta",Telp. +62 823-2650-8607,,71102
547.,PT Geoarta Sinar Mandala,"Dusun Mutihan No 39 RT003/RW000, Wirokerten, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,26513
548.,PR Gerai Donat,"Belik, Demangrejo, Sentolo, Demangrejo, Sentolo, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,10710
549.,PR Geraji Jaya,"Jipangan RT 07, Bangunjiwo, Kasihan, Bantul, DIY, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,16101
550.,PR Geulis Bongas,"Mangkuyudan MJ 3/218 RT.23 RW.07, Mantrijeron, Mantrijeron, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,74113
551.,PR Ghamali,"TEGANING RT 36 RW 15, Hargotirto, Kokap, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,10710
552.,CV Gin Golf Gloves,"BERBAH RT 006 RW 009, Tegaltirto, Berbah, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,14120
553.,PT Giri Tirta Mulya,"JATISARI RT 019/ RW 004, Playen, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,11051
554.,CV Girli Laksana Kasiba,"dusun kedungpring, desa/kelurahan bawuran, kec. pleret, kab. bantul provinsi daerah istimewa yogyakarta, Bawuran, Pleret, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,32202
555.,PR Giyanti,"Ponggok II RT 07, Trimulyo, Jetis, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10794
556.,PT Global Data Inspirasi,"Jalan Cik Di Tiro No. 34, Terban, Gondokusuman, Kota Yogyakarta, DI Yogyakarta",Telp. 081********,,62019
557.,PT Global Mineralium Corporindo,"Jl. Kalasan Cangkringan Km.0,5 No.8 Dhuri Tirtomartani, Tirtomartani, Kalasan, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,71202
558.,PT Global Nava Industri,"KADISORO RT 04 GILANGHARJO PANDAK BANTUL YOGYAKARTA 55761, Gilangharjo, Pandak, Kabupaten Bantul, DI Yogyakarta",Telp. 082*********,,11040
559.,PT Global Nusantara Abadi,"MODALAN RT 01, Banguntapan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,14120
560.,PT Global Sukses Solusi,"Jalan Wahid Hasyim No. 06, Condongcatur, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. +62 812-2784-8011,,58200
561.,CV Global Technindo,"JL. Sugeng Riyadi Sampangan RT.07/49 Wirokerten, Wirokerten, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 0274-418851,,27120
562.,PT Golden Bags Indonesia,"Nogosari I, Bandung, Playen, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 082*********,,14131
563.,PT Perorangan Golden Outfit Claim,"Celeban UH 3/477 RT.23 RW.06, Tahunan, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. 0,,63122
564.,PT Gramasurya,"Jl. Pendidikan 88, Sonosewu, Ngestiharjo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. (0274) 413364,,18111
565.,PR Gratia Prima Christiana,"PENGASIH, RT.03, RW.01, Pengasih, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,10799
566.,PT Green Market Global Indonesia,"Salam Kenalan Dk VIII Rt.005 Bangunjiwo, Tamantirto, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 0212526201,,20115
567.,PR Guduku,"Jl. Parangtritis 11,5 KM, Manding, RT. 01, Kel. Sabdodadi, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55175, Bantul, Bantul, Kabupaten Bantul, DI Yogyakarta",Telp. +62 815-7862-8900,,15201
568.,PT Guepilih Interaksi Sehat,"Jalan Bimokurdo No.28, Demangan, Gondokusuman, Kota Yogyakarta, DI Yogyakarta",Telp. 081*********,,63122
569.,PR H&r Food,"Joholanan RT 03 RW 17, Sindumartani, Ngemplak, Kabupaten Sleman, DI Yogyakarta",Telp. 087*********,,10750
570.,PR H.AFIF SYAKUR,"Jl. Pandega Marta No. 37A, Pogung Lor, RT/RW: 001/046, Kelurahan Sinduadi, Kecamatan Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta. 55284, Sinduadi, Mlati, Kabupaten Sleman, DI Yogyakarta","Telp. (0274) 589914, 580665",,13134
571.,PR Hadianti Deliana Ragacosanda,"RUMAH GEBYOK CABEYAN RT 002, Panggungharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,10750
572.,CV Hafara Citra Mandiri,"Jl. Veteran No. 130, Yogyakarta, Warungboto, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. 081*******,,16221
573.,PR Hamdan Fahru Rozzi,"BLIMBING, Planjan, Saptosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,32120
574.,PR Hanafi,"Nglegok, Giritirto, Purwosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085***********,,12019
575.,PT Handaru Wijaya Mulya,"Jl. Raya Yogya Wates, Dusun Dlaban, Sentolo, Sentolo, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081********,,23957
576.,"PR HANDAYATI,SE","Jeron Tabag, RT 007, Bangunjiwo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,13134
577.,PR Hanif Arhab Muhadzdzib,"KEDUNG I, Karangtengah, Wonosari, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,25931
578.,CV Hanif Herbal,"Dusun Kepek, Kel. Pengasih, Kec. Pengasih,  Kab. Kulon Progo, Provinsi Daerah Istimewa Yogyakarta, Pengasih, Pengasih, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,21022
579.,PR Hanshi,"Kriyanan RT 003 RW 006, Wates, Wates, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 082*********,,10792
580.,PT Harapan Mitra Karya Abadi,"PATRAN TEGAL RT 01 RW 21 NO 14 A, Sinduadi, Mlati, Kabupaten Sleman, DI Yogyakarta",Telp. 0274588245,,22220
581.,PT Hardjo Andrawina Nusantara,"Jl. Tino Sidin No 1, Ngestiharjo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,
582.,PT Hari Mukti Teknik,"Kuden RT 02, Sitimulyo, Piyungan, Kabupaten Bantul, DI Yogyakarta",Telp. 0274-4536274,,28262
583.,PT Harimau,"Jln. Prambanan Piyungan KM5 Potrojayan, Madurejo, Prambanan, Kabupaten Sleman, DI Yogyakarta",Telp. (0274)4398853/4398857,,14120
584.,PR Haris Darmawan,"Ngaliyan, Ngargosari, Samigaluh, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 085*********,,31001
585.,PR Hariyati,"Perum Palem Merah No 9	RT 002 RW 004 Bantulan, Sidoarum, Godean, Kabupaten Sleman, DI Yogyakarta",Telp. 085*********,,10710
586.,PR Harjuno Wiwoho,"ds gilang rt 03, Baturetno, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 081********,,15121
587.,PR HARPANTO,"TIWIR, Sumbersari, Moyudan, Kabupaten Sleman, DI Yogyakarta",Telp. +6289603905556,,10794
588.,PR Harsoni Pramutanto,"Taman KT I / 480, Patehan, Kraton, Kota Yogyakarta, DI Yogyakarta",Telp. 081*******,,13134
589.,PR Hartini,"GROGOL RT 03 RW 01, Grogol, Paliyan, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 081*********,,32903
590.,PT Harto Suharjo Winduputra Sejahtera,"Jl. Mondorakan No.1, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Prenggan, Kotagede, Kota Yogyakarta, DI Yogyakarta",Telp. (0274) 375107,,32112
591.,PR HARYANTI,"Juron, Pendowoharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 081*********,,32903
592.,PR Haryono,"VIKI LEATHER Jalan Prapanca Gedongkiwo MJ I / 1154 RT/ 62 RW 12, Gedongkiwo, Mantrijeron, Kota Yogyakarta, DI Yogyakarta",Telp. 087*********,,15129
593.,PR Hasnah,"Gunungketur PA II/232, Gunungketur, Pakualaman, Yogyakarta, Gunungketur, Pakualaman, Kota Yogyakarta, DI Yogyakarta",Telp. 082*********,,13134
594.,PR Hayati Susanto,"PATUKAN 9/15, Banyuraden, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 081********,,10392
595.,CV Hayu Abadi,"Sangkal RT 03 Bangunharjo Sewon Bantul, Bangunharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 0274445309,,31001
596.,PT Helber Elektronika Indonesia,"Jl.Wira Jaya No.316B Gejayan, Condong Catur, Depok, Sleman, Yogyakarta. 55283, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta",Telp. 082*********,,26602
597.,"PR Hendriyanto Danar Prabowo, SH","Gandekan RT 01 Bantul, Guwosari, Pajangan, Kabupaten Bantul, DI Yogyakarta",Telp. 081********,,13134
598.,UD Heni Diah Kusuma,"Jl. Parangtritis Km.3 No.199, Bangunharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 0274381662,,16101
599.,PR HENI TRI SUPENI,"Jl Wates Km 7.5 Ruko Blok A 4, Balecatur, Gamping, Kabupaten Sleman, DI Yogyakarta",Telp. 081*********,,10710
600.,PR Henricus Mas Dinda Yudhi Putro,"Jomegatan No 241, RT 06, Bugisan, Ngestiharjo, Kasihan, Kabupaten Bantul, DI Yogyakarta",Telp. 085*********,,10750
601.,PR Heppy Kurniasari Setyorini,"Griya Timoho Asri I Kav. C-8, Jalan Timoho II Gang Delima,, Muja Muju, Umbulharjo, Kota Yogyakarta, DI Yogyakarta",Telp. 085*********,,
602.,CV Herbacare 99,"Terbah RT 006 RW 003, Wates, Wates, Kabupaten Kulon Progo, DI Yogyakarta",Telp. 081*********,,21022
603.,PT Herbal Vape Nusantara,"Gabusan, Kel. Timbulharjo, Kec. Sewon, Kab. Bantul, Prov. DIY, Timbulharjo, Sewon, Kabupaten Bantul, DI Yogyakarta",Telp. 081********,,12019
604.,CV Herbaltama Persada Yogyakarta,"Jomblangan, Banguntapan, Banguntapan, Bnatul, Banguntapan, Banguntapan, Kabupaten Bantul, DI Yogyakarta",Telp. 087*********,,21022
605.,PR Heri Budi Utomo,"BANJARDOWO, Gedangrejo, Karangmojo, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 085*********,,15121
606.,PR Heri Nurcahyo,"BLEKONANG I, Tepus, Tepus, Kabupaten Gunung Kidul, DI Yogyakarta",Telp. 628**********,,32112
